allele,genbankNucleotideAccession,genbankProteinAccession,refseqNucleotideAccession,refseqProteinAccession,ncbiFamily,expectedPhenotype,class,subclass,extendedAnnotation,nodeId,geneFamily,tier,mrsnSuperFamily
,AM993098.1,,NG_047744.1,WP_063844476.1,dfrB1,Trimethoprim,Trimethoprim,,trimethoprim-resistant dihydrofolate reductase DfrB1,dfrB1,dfrB1,3,dfr
,AY553333.1,AAT49071.1,NG_047746.1,WP_063844477.1,dfrB2,Trimethoprim,Trimethoprim,,trimethoprim-resistant dihydrofolate reductase DfrB2,dfrB2,dfrB2,3,dfr
,EU339233.1,ABY55281.1,NG_047748.1,WP_063844478.1,dfrB4,Trimethoprim,Trimethoprim,,trimethoprim-resistant dihydrofolate reductase DfrB4,dfrB4,dfrB4,3,dfr
dfrB6,DQ274503.1,ABB72057.1,NG_047750.1,WP_063844479.1,dfrB,Trimethoprim,Trimethoprim,,trimethoprim-resistant dihydrofolate reductase DfrB6,dfrB6,dfrB,3,dfr
dfrB8,GU295656.1,ADB54781.1,NG_047751.1,WP_063844480.1,dfrB,Trimethoprim,Trimethoprim,,trimethoprim-resistant dihydrofolate reductase DfrB8,dfrB8,dfrB,3,dfr
,Z50141.1,CAA90487.1,NG_047754.1,WP_063844481.1,dfrD,Trimethoprim,Trimethoprim,,trimethoprim-resistant dihydrofolate reductase DfrD,dfrD,dfrD,3,dfr
,AY943084.1,AAX46054.1,NG_047758.1,WP_063844482.1,dfrB5,Trimethoprim,Trimethoprim,,trimethoprim-resistant dihydrofolate reductase DfrB5,dfrB5,dfrB5,3,dfr
,FN812951.1,CBL80435.1,NG_047760.1,WP_063844483.1,dfrK,Trimethoprim,Trimethoprim,,trimethoprim-resistant dihydrofolate reductase DfrK,dfrK,dfrK,3,dfr
,AF326209.1,AAK69613.1,NG_047764.1,WP_063844484.1,ere(A),Macrolide: Erythromycin,Macrolide,Erythromycin,EreA family erythromycin esterase,ere(A),ere(A),3,ere
,DQ157752.1,AAZ91706.1,NG_047766.1,WP_063844485.1,ere(A),Macrolide: Erythromycin,Macrolide,Erythromycin,EreA family erythromycin esterase,ere(A),ere(A),3,ere
,A15097.1,CAA01212.1,NG_047769.1,WP_063844486.1,ere(B),"Macrolide: Erythromycin, Azithromycin",Macrolide,"Erythromycin, Azithromycin",EreB family erythromycin esterase,ere(B),ere(B),3,ere
,AF079138.1,AAC69327.1,NG_047773.1,WP_063844492.1,erm(31),Macrolide/Lincosamide/Streptogramin,Macrolide/Lincosamide/Streptogramin,,23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(31),erm(31),erm(31),3,erm
,AF055922.1,AAD12162.1,NG_047774.1,WP_063844496.1,erm(32),Lincosamide/Streptogramin,Lincosamide/Streptogramin,,23S rRNA (guanine(748)-N(1))-methyltransferase Erm(32),erm(32),erm(32),3,erm
,AY234334.1,AAP74657.1,NG_047777.1,WP_063844504.1,erm(34),"Lincosamide/Macrolide: Clindamycin, Erythromycin, Lincomycin",Lincosamide/Macrolide,"Clindamycin, Erythromycin, Lincomycin",23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(34),erm(34),erm(34),3,erm
,AY154657.2,AAN86837.2,NG_047781.1,WP_063844518.1,erm(38),"Lincosamide/Macrolide: Clarithromycin, Clindamycin, Erythromycin",Lincosamide/Macrolide,"Clarithromycin, Clindamycin, Erythromycin",23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(38),erm(38),erm(38),3,erm
,HE650138.1,CCF55073.1,NG_047786.1,WP_063844520.1,erm(43),"Lincosamide/Macrolide/Streptogramin: Clindamycin, Erythromycin, Pristinamycin",Lincosamide/Macrolide/Streptogramin,"Clindamycin, Erythromycin, Pristinamycin",23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(43),erm(43),erm(43),3,erm
,HG796218.2,CDL65151.1,NG_047787.1,WP_063844521.1,erm(44),"Lincosamide/Macrolide/Streptogramin: Clindamycin, Erythromycin, Pristinamycin",Lincosamide/Macrolide/Streptogramin,"Clindamycin, Erythromycin, Pristinamycin",23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(44),erm(44),erm(44),3,erm
,LN680996.1,CEJ95855.1,NG_047788.1,WP_063844522.1,erm(45),"Lincosamide/Macrolide/Streptogramin: Clindamycin, Erythromycin, Pristinamycin",Lincosamide/Macrolide/Streptogramin,"Clindamycin, Erythromycin, Pristinamycin",23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(45),erm(45),erm(45),3,erm
,X66468.1,,NG_242280.1,WP_063844598.1,erm(B),"Lincosamide/Macrolide/Streptogramin: Clindamycin, Erythromycin, Streptogramin b",Lincosamide/Macrolide/Streptogramin,"Clindamycin, Erythromycin, Streptogramin b",23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B),erm(B),erm(B),3,erm
,X81655.1,CAA57314.1,NG_047793.1,WP_063844601.1,erm(B),"Lincosamide/Macrolide/Streptogramin: Clindamycin, Erythromycin, Streptogramin b",Lincosamide/Macrolide/Streptogramin,"Clindamycin, Erythromycin, Streptogramin b",23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B),erm(B),erm(B),3,erm
,K00551.1,AAA25527.1,NG_047795.1,WP_063844614.1,erm(B),"Lincosamide/Macrolide/Streptogramin: Clindamycin, Erythromycin, Streptogramin b",Lincosamide/Macrolide/Streptogramin,"Clindamycin, Erythromycin, Streptogramin b",23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B),erm(B),erm(B),3,erm
,M19270.1,AAA25634.1,NG_047796.1,WP_063844619.1,erm(B),"Lincosamide/Macrolide/Streptogramin: Clindamycin, Erythromycin, Streptogramin b",Lincosamide/Macrolide/Streptogramin,"Clindamycin, Erythromycin, Streptogramin b",23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B),erm(B),erm(B),3,erm
,M17990.1,AAA98228.1,NG_047808.1,WP_063844768.1,erm(C),"Lincosamide/Macrolide/Streptogramin: Clindamycin, Erythromycin, Streptogramin b, Tylosin",Lincosamide/Macrolide/Streptogramin,"Clindamycin, Erythromycin, Streptogramin b, Tylosin",23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C),erm(C),erm(C),3,erm
,L08389.1,AAA22597.1,NG_047819.1,WP_063844769.1,erm(D),"Lincosamide/Macrolide/Streptogramin: Erythromycin, Lincosamides, Streptogramin",Lincosamide/Macrolide/Streptogramin,"Erythromycin, Lincosamides, Streptogramin",23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(D),erm(D),erm(D),3,erm
,M11200.1,AAA26492.1,NG_047821.1,WP_063844770.1,erm(E),"Lincosamide/Macrolide/Streptogramin: Erythromycin, Lincosamides, Streptogramin",Lincosamide/Macrolide/Streptogramin,"Erythromycin, Lincosamides, Streptogramin",23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(E),erm(E),erm(E),3,erm
,M62487.1,AAA63165.1,NG_047823.1,WP_063844771.1,erm(F),"Lincosamide/Macrolide/Streptogramin: Clindamycin, Macrolides, Streptogramin",Lincosamide/Macrolide/Streptogramin,"Clindamycin, Macrolides, Streptogramin",23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(F),erm(F),erm(F),3,erm
,AJ311171.1,CAC47934.1,NG_047826.1,WP_063844773.1,erm(F),"Lincosamide/Macrolide/Streptogramin: Clindamycin, Macrolides, Streptogramin",Lincosamide/Macrolide/Streptogramin,"Clindamycin, Macrolides, Streptogramin",23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(F),erm(F),erm(F),3,erm
,L42817.1,AAC37034.1,NG_047828.1,WP_063844787.1,erm(G),"Lincosamide/Macrolide/Streptogramin: Erythromycin, Lincosamides, Streptogramin, Tylosin",Lincosamide/Macrolide/Streptogramin,"Erythromycin, Lincosamides, Streptogramin, Tylosin",23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(G),erm(G),erm(G),3,erm
,AJ557257.1,CAD89787.1,NG_047829.1,WP_063844791.1,erm(G),"Lincosamide/Macrolide/Streptogramin: Erythromycin, Lincosamides, Streptogramin, Tylosin",Lincosamide/Macrolide/Streptogramin,"Erythromycin, Lincosamides, Streptogramin, Tylosin",23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(G),erm(G),erm(G),3,erm
,M16503.1,AAC32026.1,NG_047830.1,WP_063844794.1,erm(H),"Lincosamide/Macrolide/Streptogramin: Erythromycin, Lincomycin, Tylosin, Vernamycin b",Lincosamide/Macrolide/Streptogramin,"Erythromycin, Lincomycin, Tylosin, Vernamycin b",23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(H),erm(H),erm(H),3,erm
,AY623658.2,AAU93796.1,NG_051866.1,WP_063844815.1,erm(R),Macrolide: Erythromycin,Macrolide,Erythromycin,23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(R),erm(R),erm(R),3,erm
,M19269.1,AAA26742.1,NG_047837.1,WP_063844819.1,erm(S),"Lincosamide/Macrolide/Streptogramin: Clindamycin, Erythromycin, Ostreogrycin, Tylosin",Lincosamide/Macrolide/Streptogramin,"Clindamycin, Erythromycin, Ostreogrycin, Tylosin",23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(S),erm(S),erm(S),3,erm
,M64090.1,AAA98096.1,NG_047838.1,WP_063844825.1,erm(T),"Lincosamide/Macrolide/Streptogramin: Erythromycin, Lincosamides, Streptogramin, Tylosin",Lincosamide/Macrolide/Streptogramin,"Erythromycin, Lincosamides, Streptogramin, Tylosin",23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(T),erm(T),erm(T),3,erm
,AF030064.1,AAB86539.1,NG_047842.1,WP_063844850.1,erm(B),"Lincosamide/Macrolide/Streptogramin: Clindamycin, Erythromycin, Streptogramin b",Lincosamide/Macrolide/Streptogramin,"Clindamycin, Erythromycin, Streptogramin b",23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B),erm(B),erm(B),3,erm
,X62867.1,CAA44667.1,NG_047843.1,WP_063844854.1,erm(U),Macrolide/Lincosamide/Streptogramin,Macrolide/Lincosamide/Streptogramin,,23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(U),erm(U),erm(U),3,erm
,EU124663.1,ABX00620.1,NG_047844.1,WP_063844861.1,erm(U),Macrolide/Lincosamide/Streptogramin,Macrolide/Lincosamide/Streptogramin,,23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(U),erm(U),erm(U),3,erm
,U59450.1,AAB51440.1,NG_047845.1,WP_063844868.1,erm(V),"Lincosamide/Macrolide/Streptogramin: Clindamycin, Erythromycin, Tylosin, Vernamycin b",Lincosamide/Macrolide/Streptogramin,"Clindamycin, Erythromycin, Tylosin, Vernamycin b",23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(V),erm(V),erm(V),3,erm
,D14532.1,BAA03402.1,NG_047846.1,WP_063844871.1,erm(W),"Lincosamide/Macrolide/Streptogramin: Erythromycin, Lincosamides, Streptogramin, Tylosin",Lincosamide/Macrolide/Streptogramin,"Erythromycin, Lincosamides, Streptogramin, Tylosin",23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(W),erm(W),erm(W),3,erm
,M36726.1,AAA98484.1,NG_047848.1,WP_063844879.1,erm(X),"Lincosamide/Macrolide/Streptogramin: Azithromycin, Clindamycin, Erythromycin, Lincomycin, Streptogramin b, Tylosin",Lincosamide/Macrolide/Streptogramin,"Azithromycin, Clindamycin, Erythromycin, Lincomycin, Streptogramin b, Tylosin",23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X),erm(X),erm(X),3,erm
,AF338705.1,AAK28907.1,NG_047850.1,WP_063844889.1,erm(X),"Lincosamide/Macrolide/Streptogramin: Azithromycin, Clindamycin, Erythromycin, Lincomycin, Streptogramin b, Tylosin",Lincosamide/Macrolide/Streptogramin,"Azithromycin, Clindamycin, Erythromycin, Lincomycin, Streptogramin b, Tylosin",23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X),erm(X),erm(X),3,erm
,AF338706.1,AAK28910.1,NG_047851.1,WP_063844894.1,erm(X),"Lincosamide/Macrolide/Streptogramin: Azithromycin, Clindamycin, Erythromycin, Lincomycin, Streptogramin b, Tylosin",Lincosamide/Macrolide/Streptogramin,"Azithromycin, Clindamycin, Erythromycin, Lincomycin, Streptogramin b, Tylosin",23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X),erm(X),erm(X),3,erm
,AM748799.1,CAO72212.1,NG_047854.1,WP_063844922.1,erm(X),"Lincosamide/Macrolide/Streptogramin: Azithromycin, Clindamycin, Erythromycin, Lincomycin, Streptogramin b, Tylosin",Lincosamide/Macrolide/Streptogramin,"Azithromycin, Clindamycin, Erythromycin, Lincomycin, Streptogramin b, Tylosin",23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X),erm(X),erm(X),3,erm
,AB014481.1,BAB20748.1,NG_047855.1,WP_063844932.1,erm(Y),"Lincosamide/Macrolide/Streptogramin: Azithromycin, Clindamycin, Erythromycin, Streptogramin b",Lincosamide/Macrolide/Streptogramin,"Azithromycin, Clindamycin, Erythromycin, Streptogramin b",23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(Y),erm(Y),erm(Y),3,erm
,AF071555.1,AAC98494.1,NG_047860.1,WP_063844973.1,floR,"Phenicol: Chloramphenicol, Florfenicol",Phenicol,"Chloramphenicol, Florfenicol",chloramphenicol/florfenicol efflux MFS transporter FloR,floR,floR,3,floR
,AY034138.1,AAK64587.1,NG_047864.1,WP_063845037.1,floR,"Phenicol: Chloramphenicol, Florfenicol",Phenicol,"Chloramphenicol, Florfenicol",chloramphenicol/florfenicol efflux MFS transporter FloR,floR,floR,3,floR
,AY499129.1,AAS16362.1,NG_047867.1,WP_063845065.1,floR,"Phenicol: Chloramphenicol, Florfenicol",Phenicol,"Chloramphenicol, Florfenicol",chloramphenicol/florfenicol efflux MFS transporter FloR,floR,floR,3,floR
,AY499130.1,AAS16363.1,NG_047868.1,WP_063845073.1,floR,"Phenicol: Chloramphenicol, Florfenicol",Phenicol,"Chloramphenicol, Florfenicol",chloramphenicol/florfenicol efflux MFS transporter FloR,floR,floR,3,floR
,DQ647028.2,ABG36701.1,NG_047872.1,WP_063845118.1,floR,"Phenicol: Chloramphenicol, Florfenicol",Phenicol,"Chloramphenicol, Florfenicol",chloramphenicol/florfenicol efflux MFS transporter FloR,floR,floR,3,floR
,AM296480.1,CAL30184.1,NG_047873.1,WP_063845119.1,floR,"Phenicol: Chloramphenicol, Florfenicol",Phenicol,"Chloramphenicol, Florfenicol",chloramphenicol/florfenicol efflux MFS transporter FloR,floR,floR,3,floR
,AB016934.1,BAA32493.1,NG_047879.1,WP_063845120.1,fomA,Fosfomycin,Fosfomycin,,fosfomycin resistance kinase FomA,fomA,fomA,3,fom
blaIMP-18,AY780674.2,AAV49162.2,NG_049181.1,WP_063848609.1,blaIMP,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,subclass B1 metallo-beta-lactamase IMP-18,blaIMP-18,blaIMP,1,blaIMP
,AJ605334.1,CAE53427.1,NG_047887.1,WP_063851229.1,fosB-Bcer,Fosfomycin,Fosfomycin,,FosB family fosfomycin resistance bacillithiol transferase,fosB-Bcer,fosB,3,fos
,Z33413.1,CAA83855.1,NG_047890.1,WP_063851230.1,fosC,Fosfomycin,Fosfomycin,,fosfomycin resistance kinase FosC,fosC,fosC,3,fos
,AY294333.1,AAP50248.1,NG_047894.1,WP_063851231.1,fosF,Fosfomycin,Fosfomycin,,fosfomycin resistance glutathione transferase FosF,fosF,fosF,3,fos
,DQ112222.1,AAZ14834.1,NG_047895.1,WP_063851232.1,fosG,Fosfomycin,Fosfomycin,,FosG family fosfomycin resistance glutathione transferase,fosG,fosG,3,fos
fosH,DQ342344.1,ABD22979.1,NG_047896.1,WP_063851233.1,fosX_gen,Fosfomycin,Fosfomycin,,fosfomycin resistance hydrolase FosH,fosH,fosX,3,fos
,JF777505.1,AEU08355.1,NG_047902.1,WP_063851255.1,fusB,Fusidic acid,Fusidic acid,,fusidic acid resistance EF-G-binding protein FusB,fusB,fusB,3,fus
,AB934903.1,BAQ33930.1,NG_047903.1,WP_063851262.1,fusF,Fusidic acid,Fusidic acid,,fusidic acid resistance EF-G-binding protein FusF,fusF,fusF,3,fus
,AB934907.1,BAQ33942.1,NG_047904.1,WP_063851267.1,fusF,Fusidic acid,Fusidic acid,,fusidic acid resistance EF-G-binding protein FusF,fusF,fusF,3,fus
,Z50108.1,CAA90432.1,NG_047906.1,WP_063851277.1,fusH,Fusidic acid,Fusidic acid,,fusidic acid esterase FusH,fusH,fusH,3,fus
,M55521.1,AAA25338.1,NG_047907.1,WP_063851283.1,grm,Aminoglycoside: Pan resistance,Aminoglycoside,Pan resistance,Grm family 16S rRNA (guanine(1405)-N(7))-methyltransferase,grm,grm,1,grm
,D37831.1,BAA07084.1,NG_047908.1,WP_063851288.1,hugA,Beta-lactam: Unknown,Beta-lactam,Unknown,class A beta-lactamase,hugA,hugA,3,hugA
,D29982.1,BAA06252.1,NG_047909.1,WP_063851301.1,hugA,Beta-lactam: Unknown,Beta-lactam,Unknown,class A beta-lactamase,hugA,hugA,3,hugA
,AF324468.1,AAL57765.1,NG_047910.1,WP_063851311.1,hugA,Beta-lactam: Unknown,Beta-lactam,Unknown,class A beta-lactamase,hugA,hugA,3,hugA
,U56415.1,AAB41059.1,NG_047911.1,WP_063851318.1,iri,Rifamycin,Rifamycin,,rifampin monooxygenase Iri,iri,iri,3,iri
,M14039.1,AAA26652.1,NG_047913.1,WP_063851340.1,lnu(A),Lincosamide,Lincosamide,,lincosamide nucleotidyltransferase Lnu(A),lnu(A),lnu(A),3,lnu
,AY928180.1,AAY32951.1,NG_047924.1,WP_063851341.1,lnu(C),Lincosamide,Lincosamide,,lincosamide nucleotidyltransferase Lnu(C),lnu(C),lnu(C),3,lnu
,EF452177.1,ABR14060.1,NG_047925.1,WP_063851342.1,lnu(D),Lincosamide,Lincosamide,,lincosamide nucleotidyltransferase Lnu(D),lnu(D),lnu(D),3,lnu
,ABEWJH010000071.1,EIV0112638.1,NG_149650.1,WP_063851343.1,lnu(E),Lincosamide,Lincosamide,,lincosamide nucleotidyltransferase Lnu(E),lnu(E),lnu(E),3,lnu
,AJ561197.2,CAD91132.1,NG_047928.1,WP_063851344.1,lnu(F),Lincosamide,Lincosamide,,lincosamide nucleotidyltransferase Lnu(F),lnu(F),lnu(F),3,lnu
,HM990671.1,AEA37904.1,NG_047934.1,WP_063851347.1,lsa(C),Lincosamide/Streptogramin,Lincosamide/Streptogramin,,ABC-F type ribosomal protection protein Lsa(C),lsa(C),lsa(C),3,lsa
,X52593.1,CAA36829.1,NG_047936.1,WP_063851348.1,mecA,Beta-lactam: Methicilin,Beta-lactam,Methicilin,PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA,mecA,mecA,1,mec
,AY786579.1,AAX14397.1,NG_047940.1,WP_063852617.1,mecA,Beta-lactam: Methicilin,Beta-lactam,Methicilin,PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA,mecA,mecA,1,mec
,AM048805.2,CAJ15581.2,NG_047941.1,WP_063852626.1,mecA,Beta-lactam: Methicilin,Beta-lactam,Methicilin,PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA,mecA,mecA,1,mec
,KU194300.1,AMJ17429.1,NG_047946.1,WP_063852670.1,mecA-ceftar,Beta-lactam: Methicilin,Beta-lactam,Methicilin,ceftaroline-resistant PBP2a family peptidoglycan transpeptidase MecA,mecA-ceftar,mecA,1,mec
,KU194301.1,AMJ17430.1,NG_047947.1,WP_063852677.1,mecA-ceftar,Beta-lactam: Methicilin,Beta-lactam,Methicilin,ceftaroline-resistant PBP2a family peptidoglycan transpeptidase MecA,mecA-ceftar,mecA,1,mec
,KU194302.1,AMJ17431.1,NG_047948.1,WP_063852683.1,mecA-ceftar,Beta-lactam: Methicilin,Beta-lactam,Methicilin,ceftaroline-resistant PBP2a family peptidoglycan transpeptidase MecA,mecA-ceftar,mecA,1,mec
,AM048810.2,CAJ15587.2,NG_047951.1,WP_063852694.1,mecA2,Beta-lactam: Methicilin,Beta-lactam,Methicilin,PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA2,mecA2,mecA2,1,mec
,AB546780.1,BAJ14745.2,NG_047952.1,WP_063852700.1,mecA2,Beta-lactam: Methicilin,Beta-lactam,Methicilin,PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA2,mecA2,mecA2,1,mec
,HG970732.1,CDO67671.1,NG_047954.1,WP_063852710.1,mecB,Beta-lactam: Methicilin,Beta-lactam,Methicilin,PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecB,mecB,mecB,1,mec
,AY319932.1,AAP83161.1,NG_047959.1,WP_063853554.1,mef(A),"Macrolide: Erythromycin, Azithromycin",Macrolide,"Erythromycin, Azithromycin",macrolide efflux MFS transporter Mef(A),mef(A),mef(A),3,mef
,AY355405.1,AAQ62544.1,NG_047960.1,WP_063853563.1,mef(A),"Macrolide: Erythromycin, Azithromycin",Macrolide,"Erythromycin, Azithromycin",macrolide efflux MFS transporter Mef(A),mef(A),mef(A),3,mef
,AY355410.1,AAQ62549.1,NG_047962.1,WP_063853574.1,mef(A),"Macrolide: Erythromycin, Azithromycin",Macrolide,"Erythromycin, Azithromycin",macrolide efflux MFS transporter Mef(A),mef(A),mef(A),3,mef
,AJ715499.2,CAG30572.1,NG_047963.1,WP_063853591.1,mef(A),"Macrolide: Erythromycin, Azithromycin",Macrolide,"Erythromycin, Azithromycin",macrolide efflux MFS transporter Mef(A),mef(A),mef(A),3,mef
,DQ016305.1,AAY68306.1,NG_047964.1,WP_063853602.1,mef(A),"Macrolide: Erythromycin, Azithromycin",Macrolide,"Erythromycin, Azithromycin",macrolide efflux MFS transporter Mef(A),mef(A),mef(A),3,mef
,DQ304772.1,ABC60093.1,NG_047966.1,WP_063853625.1,mef(A),"Macrolide: Erythromycin, Azithromycin",Macrolide,"Erythromycin, Azithromycin",macrolide efflux MFS transporter Mef(A),mef(A),mef(A),3,mef
,DQ304773.1,ABC60094.1,NG_047967.1,WP_063853632.1,mef(A),"Macrolide: Erythromycin, Azithromycin",Macrolide,"Erythromycin, Azithromycin",macrolide efflux MFS transporter Mef(A),mef(A),mef(A),3,mef
,DQ445269.1,ABE02098.1,NG_047968.1,WP_063853638.1,mef(A),"Macrolide: Erythromycin, Azithromycin",Macrolide,"Erythromycin, Azithromycin",macrolide efflux MFS transporter Mef(A),mef(A),mef(A),3,mef
,DQ823450.1,ABI18324.1,NG_047969.1,WP_063853648.1,mef(A),"Macrolide: Erythromycin, Azithromycin",Macrolide,"Erythromycin, Azithromycin",macrolide efflux MFS transporter Mef(A),mef(A),mef(A),3,mef
,EU199784.1,ABW78937.1,NG_047971.1,WP_063853682.1,mef(A),"Macrolide: Erythromycin, Azithromycin",Macrolide,"Erythromycin, Azithromycin",macrolide efflux MFS transporter Mef(A),mef(A),mef(A),3,mef
,AJ971089.6,CAI94891.2,NG_047972.1,WP_063853689.1,mef(A),"Macrolide: Erythromycin, Azithromycin",Macrolide,"Erythromycin, Azithromycin",macrolide efflux MFS transporter Mef(A),mef(A),mef(A),3,mef
,EU870852.1,ACG58972.1,NG_047973.1,WP_063853698.1,mef(A),"Macrolide: Erythromycin, Azithromycin",Macrolide,"Erythromycin, Azithromycin",macrolide efflux MFS transporter Mef(A),mef(A),mef(A),3,mef
,EU870854.1,ACG58973.1,NG_047974.1,WP_063853705.1,mef(A),"Macrolide: Erythromycin, Azithromycin",Macrolide,"Erythromycin, Azithromycin",macrolide efflux MFS transporter Mef(A),mef(A),mef(A),3,mef
,EU553549.1,ACD88490.1,NG_047976.1,WP_063853713.1,mef(A),"Macrolide: Erythromycin, Azithromycin",Macrolide,"Erythromycin, Azithromycin",macrolide efflux MFS transporter Mef(A),mef(A),mef(A),3,mef
,AF251288.1,AAF74725.1,NG_047980.1,WP_063853729.1,mef(En2),Macrolide,Macrolide,,macrolide efflux MFS transporter Mef(En2),mef(En2),mef(En2),3,mef
,M74717.1,AAA26780.1,NG_047982.1,WP_063853740.1,mgt,"Macrolide: Erythromycin, Tylosin",Macrolide,"Erythromycin, Tylosin",macrolide-inactivating glycosyltransferase,mgt,mgt,3,mgt
,U36578.1,AAB03644.1,NG_047986.1,WP_063853854.1,mph(A),"Macrolide: Azithromycin, Erythromycin, Spiramycin, Telithromycin",Macrolide,"Azithromycin, Erythromycin, Spiramycin, Telithromycin",Mph(A) family macrolide 2'-phosphotransferase,mph(A),mph(A),3,mph
,AF188331.1,AAG14406.1,NG_047987.1,WP_063853866.1,mph(A),"Macrolide: Azithromycin, Erythromycin, Spiramycin, Telithromycin",Macrolide,"Azithromycin, Erythromycin, Spiramycin, Telithromycin",Mph(A) family macrolide 2'-phosphotransferase,mph(A),mph(A),3,mph
,AB013298.1,BAA34540.1,NG_047989.1,WP_063853881.1,mph(C),"Macrolide: Erythromycin, Spiramycin",Macrolide,"Erythromycin, Spiramycin",Mph(C) family macrolide 2'-phosphotransferase,mph(C),mph(C),3,mph
,AJ251015.1,CAB96926.1,NG_047990.1,WP_063853892.1,mph(C),"Macrolide: Erythromycin, Spiramycin",Macrolide,"Erythromycin, Spiramycin",Mph(C) family macrolide 2'-phosphotransferase,mph(C),mph(C),3,mph
,AM180066.1,CAJ51085.1,NG_047992.1,WP_063854131.1,mph(C),"Macrolide: Erythromycin, Spiramycin",Macrolide,"Erythromycin, Spiramycin",Mph(C) family macrolide 2'-phosphotransferase,mph(C),mph(C),3,mph
,AM180068.1,CAJ51087.1,NG_047993.1,WP_063854137.1,mph(C),"Macrolide: Erythromycin, Spiramycin",Macrolide,"Erythromycin, Spiramycin",Mph(C) family macrolide 2'-phosphotransferase,mph(C),mph(C),3,mph
,AM397632.1,CAL37101.1,NG_047994.1,WP_063854150.1,mph(C),"Macrolide: Erythromycin, Spiramycin",Macrolide,"Erythromycin, Spiramycin",Mph(C) family macrolide 2'-phosphotransferase,mph(C),mph(C),3,mph
,X52085.1,CAA36304.1,NG_047999.1,WP_063854312.1,msr(A),"Macrolide/Streptogramin: Erythromycin, Streptogramin b",Macrolide/Streptogramin,"Erythromycin, Streptogramin b",ABC-F type ribosomal protection protein Msr(A),msr(A),msr(A),3,msr
,AB013298.1,BAA34539.1,NG_048000.1,WP_063854317.1,msr(A),"Macrolide/Streptogramin: Erythromycin, Streptogramin b",Macrolide/Streptogramin,"Erythromycin, Streptogramin b",ABC-F type ribosomal protection protein Msr(A),msr(A),msr(A),3,msr
,DQ068450.1,AAZ32816.1,NG_048002.1,WP_063854341.1,msr(A),"Macrolide/Streptogramin: Erythromycin, Streptogramin b",Macrolide/Streptogramin,"Erythromycin, Streptogramin b",ABC-F type ribosomal protection protein Msr(A),msr(A),msr(A),3,msr
,AY004350.1,AAF91071.1,NG_048003.1,WP_063854349.1,msr(C),"Macrolide/Streptogramin: Azithromycin, Erythromycin, Streptogramin b, Tylosin",Macrolide/Streptogramin,"Azithromycin, Erythromycin, Streptogramin b, Tylosin",ABC-F type ribosomal protection protein Msr(C),msr(C),msr(C),3,msr
,JQ231224.1,AEY83581.1,NG_048009.1,WP_063854488.1,mupB,Mupirocin,Mupirocin,,mupirocin-resistant isoleucine--tRNA ligase MupB,mupB,mupB,2,mup
,D16099.1,BAA03674.1,NG_048010.1,WP_063854489.1,myrA,Macrolide: Tylosin,Macrolide,Tylosin,23S rRNA (guanine(748)-N(1))-methyltransferase MyrA,myrA,myrA,3,myrA
,X71443.1,CAA50578.1,NG_048012.1,WP_063854490.1,nimB,Nitroimidazole,Nitroimidazole,,5-nitroimidazole reductase NimB,nimB,nimB,3,nim
